id, lengte
7430703549, 156
6389005705, 175
4359895228, 169
8778426990, 171
1504309427, 148
8816957584, 167
8070694414, 181
6329586191, 170
9495408684, 170
7816634798, 169
4131859434, 162
2172163324, 150
5738520221, 168
9388447166, 174
6415519912, 166
7498820436, 169
9774399589, 165
2693429700, 157
8890248557, 167
7109610102, 151
8343940885, 175
8029999491, 166
6464695350, 154
9270181395, 162
9075448006, 162
1604229482, 167
7178425408, 159
1495384527, 165
2160656190, 159
2112084388, 167
9497704798, 167
5112887023, 171
8314701697, 150
5995391997, 163
1973307824, 176
1068026581, 155
8968935178, 167
4458887349, 165
8233729911, 170
8199722642, 165
7227496525, 163
4802009428, 164
1063484304, 151
7801468236, 164
2163837253, 172
1071193495, 166
1261683822, 164
5313370887, 178
3985037373, 153
8525976446, 163
4209414966, 154
5523963308, 151
5839576892, 168
9241624392, 165
2785936075, 165
8367079305, 177
7657356871, 178
1309909948, 173
2501313846, 157
3558611565, 158
4692521059, 166
8013870440, 152
3205006266, 172
6166782562, 166
2070515274, 164
8679276539, 166
7492513046, 164
3103369126, 171
3206993513, 156
1614744480, 175
8475952105, 148
3831315390, 160
4529414109, 149
3202174908, 155
3759715524, 167
3633969726, 186
9928642652, 159
4566612720, 168
3987847681, 172
6361135116, 166
6787575504, 153
6680511378, 174
2418764503, 169
4394844962, 158
8366605078, 161
8991668858, 159
9334847441, 156
9004673552, 165
6308425613, 164
1319899076, 160
6097557072, 163
9094237034, 178
8976634747, 159
4674945066, 171
9571282580, 173
5526480953, 160
5558060909, 162
5992145845, 169
3056218087, 169
9781843704, 180
2983827496, 163
8499372645, 152
3300667771, 169
6286274067, 161
7304946496, 174
2000123941, 173
2643187790, 176
5896303344, 162
8128995087, 163
5113986872, 157
7754405539, 166
5771733485, 161
1176825083, 173
8877349283, 163
9818678304, 160
9670830450, 144
1726431453, 167
2094320955, 167
6069355464, 161
7849160125, 164
4386481630, 160
8434035760, 155
2628261037, 159
1227057457, 167
7234566806, 163
1495480044, 168
7816962416, 164
5280658191, 167
6378743727, 164
3143003590, 163
5589715485, 173
2174519678, 150
6767431598, 154
4206336548, 153
3448223859, 159
2675430363, 158
5440252299, 166
5115142202, 159
8893841215, 178
9119317908, 174
8666572267, 170
5758212791, 165
2659630014, 165
4506068257, 173
6631649212, 170
8569369320, 164
8461538353, 160
9759090350, 167
5698284992, 158
4227522066, 154
9851694836, 168
4069949437, 164
5673413378, 167
4486904510, 169
5631838780, 158
1903088974, 175
4523146166, 152
6267018064, 171
1719963178, 174
2123512145, 158
8844163236, 167
1234880092, 171
1741012224, 159
5538482366, 164
8036352680, 158
4165182797, 169
1638888406, 164
1656376941, 163
2396506636, 172
6182585148, 167
9524887227, 167
8934749517, 171
4885557681, 157
1524046557, 169
9031534494, 158
3155832497, 157
1126551517, 173
6861082023, 167
2096402689, 159
7301772339, 170
3378012083, 164
8893135808, 157
8958520803, 165
8711740622, 171
5640109881, 166
5790893934, 162
5645005408, 161
8168449210, 166
5938330630, 166
3569459637, 165
7385685664, 157
1574593280, 155
7845524167, 170
5627298038, 156
3510275576, 178
9391282302, 159
4637972198, 168
8276881633, 167
4383466523, 163
5990533110, 174
1128637294, 153
8035970029, 152
9474611035, 159
4734514828, 165
9005356918, 171
3621594161, 151
1660336656, 164
9836190270, 167
7303005539, 163
9270827816, 166
5781760401, 169
4622571708, 166
3835654127, 165
6331265701, 156
9932818649, 159
8559304941, 170
6912783611, 173
3466159342, 173
4805406589, 162
5440689272, 158
9032293530, 168
4134630185, 159
5881493200, 168
7315945600, 161
9693034580, 169
5194997418, 163
4631596335, 162
7275924154, 160
9618032202, 157
8342816699, 171
8238312539, 160
8259440949, 163
1215611393, 166
9921707822, 150
5379298951, 161
3272638228, 152
2927081604, 177
9968949472, 153
6742542833, 156
2457203864, 174
2416676209, 163
3546088695, 163
8180230134, 164
2191920699, 164
6461727037, 180
2354303742, 171
4609037312, 154
7843489308, 182
8290065496, 169
2684591048, 157
2258013460, 172
6161315530, 174
1913511991, 162
6308039327, 168
2379439461, 178
4354874702, 171
6052261694, 142
9172755743, 165
5498278297, 163
6600535866, 178
4850047625, 166
5301372820, 163
6678317119, 168
1692772015, 144
8871923608, 163
5825890404, 160
7004354290, 148
5447976834, 156
7372784367, 165
3252561303, 167
1480302743, 161
7466506550, 161
2593423934, 162
9485719092, 171
2335396279, 176
8204187885, 164
9256174004, 169
1454695987, 159
9531821178, 181
2016594725, 169
1420895688, 162
8996411829, 166
2909018694, 175
3317926342, 156
1144646476, 171
3230832244, 162
7041039856, 168
5440470474, 158
7129133217, 162
3886180356, 171
9118965373, 168
1277612874, 164
4328483294, 168
7208934498, 174
5562727483, 154
4432713260, 178
7479084261, 176
1659282889, 159
6578347471, 157
9617751452, 162
9911127634, 170
1662962934, 173
8403627304, 160
9014574868, 170
8749461186, 170
1608526684, 158
4849554594, 164
4993734656, 165
6524738021, 165
6677628551, 165
9402144596, 163
9252298573, 177
3759124589, 160
2148132121, 158
4858526061, 160
3767314269, 164
9674664769, 157
4054141607, 155
8582502072, 162
4937015559, 159
5655000986, 170
2210356345, 153
6309031149, 168
5008963800, 161
6433393717, 157
7754794398, 170
3446547087, 165
8159003210, 172
6364240192, 171
3637471609, 154
4187851825, 158
3606156615, 158
3848338914, 166
6648643524, 157
7005187216, 166
6869933353, 153
8878090027, 175
3936753236, 163
1815173515, 165
8826210444, 166
7690895158, 165
6875890228, 152
7405008111, 169
7225538324, 165
6167311718, 160
9042091664, 173
2381860594, 159
3803513386, 179
4358032569, 168
6387477420, 166
8131040629, 168
2765833703, 152
6028624077, 162
6111850262, 162
8636286814, 159
1641019536, 164
7673011539, 169
3956971622, 169
7293620414, 172
6033387312, 174
7375434443, 168
2507173639, 168
2545213891, 164
3057789021, 174
7144237009, 177
8197358490, 161
6388673238, 158
9777988220, 174
7095599798, 157
7873340636, 169
8346213347, 163
9955201385, 162
1761395429, 169
5277270855, 170
2495635950, 166
2674252028, 161
2858359048, 173
3226517979, 167
6645588725, 174
9510546417, 153
4689400721, 169
3546543447, 162
6425516514, 165
1211833795, 168
1876176284, 169
3867049511, 172
3461474877, 157
1165222522, 170
1786723711, 155
3763094679, 160
1282216940, 156
3910163214, 162
2472037669, 171
8244597171, 166
2870808725, 160
8726849872, 167
9096989125, 165
2741617749, 163
8662519259, 161
6242158945, 166
2967243745, 166
2049839444, 164
4395955143, 170
6612497272, 161
6964962404, 154
9150185403, 165
5569862412, 166
2549134676, 174
1649245127, 154
4539091230, 158
6751217634, 165
4459944929, 171
3824228766, 154
5104912831, 171
8533441951, 175
3506617974, 172
4951805265, 171
4771522774, 161
8483759759, 152
3011850853, 158
5037423714, 168
8799305410, 171
8979806573, 159
7751882284, 183
8787896414, 161
7870874037, 162
7713329066, 161
8915144289, 155
2293573626, 166
6139239591, 162
5538068034, 169
2481404864, 178
3445317108, 160
1850217397, 158
6004440854, 168
6509608014, 160
7731891963, 157
2498653140, 164
2470874469, 166
2928625873, 164
8922292423, 163
2819726079, 163
7778219467, 161
7284876210, 166
7085091412, 162
4134573399, 167
7225384446, 159
7247010181, 168
7615133371, 167
8828164801, 181
2458652810, 168
2935291693, 163
1431559851, 168
2144603950, 173
3595582089, 164
1060467435, 160
8566416861, 162
9612337439, 161
5316929485, 155
5401372630, 171
4721031806, 158
3371853638, 168
4469821677, 168
5558191774, 159
9977466897, 160
7446265600, 167
1987042609, 165
3118288804, 156
2306412280, 169
5039470483, 167
4499992606, 164
4870359378, 163
8183690705, 159
6145141055, 158
6081399871, 162
9955644270, 165
5684678071, 180
9202931340, 177
3226310574, 169
4487671276, 148
9350927214, 163
5783991327, 168
5525630999, 159
9510271485, 170
1269865574, 167
3885596578, 165
5964299542, 173
8923676424, 178
3043784680, 175
9827978201, 165
7673790683, 173
8737226046, 169
6993358549, 171
2531598704, 159
6418046977, 171
4738553814, 172
1782769436, 161
3985314946, 166
3676942068, 171
4023950946, 170
1244991404, 159
1629761276, 162
2250191096, 173
1090936011, 166
5303968089, 184
6226510797, 167
8489237381, 160
2978688225, 158
5386104868, 167
3286915892, 174
9579043197, 173
7303598504, 154
8074127362, 165
8882371036, 165
6964396120, 156
3102954462, 171
3967809621, 162
4352438983, 174
2880544593, 167
2101982457, 172
3140972619, 171
8717213625, 173
8955181774, 164
9675342693, 158
6050943225, 172
2305150806, 153
3764024920, 167
4131224298, 168
2071643223, 159
4414817981, 153
4391718856, 164
1457821425, 157
6164997251, 164
8969073376, 152
4941332320, 155
5645388774, 165
4779228726, 160
6847674444, 166
5526471268, 177
8742964276, 157
9903003774, 164
6536710401, 164
3988415807, 174
3061432583, 170
6086971568, 170
2767083940, 153
2007569163, 173
1452358325, 157
1066458231, 155
2922364473, 160
1795158709, 152
7627085886, 172
6796742958, 165
3301662797, 149
4832345806, 164
2808966406, 156
1190208808, 171
1729118386, 143
8836787274, 168
7808283728, 163
7860532704, 159
1995771817, 173
6162698707, 168
4026699692, 174
8433007390, 170
2333908689, 179
7870932854, 164
6926298580, 156
9084931888, 159
6849884114, 163
8169187731, 155
1246666242, 159
2862700907, 162
5684038053, 164
3575463932, 156
7471221019, 154
4075080111, 150
2326648099, 165
4232025048, 166
3674348386, 154
2639086707, 155
6816410194, 166
3224189722, 172
5684738053, 164
4771178961, 169
3034366444, 170
9116283556, 164
4220611401, 154
5453094354, 159
6382717543, 164
9007399513, 167
4642982551, 163
8736056190, 162
4561729672, 167
5835291927, 171
9890079655, 165
1052788179, 169
3298987309, 164
2348508985, 165
1862485301, 160
9930083911, 163
3844187801, 152
8358354819, 157
4857994325, 159
4453616989, 167
9739773426, 173
2998033162, 170
2135226236, 161
4840686078, 160
9685921897, 155
4267855418, 172
6184593973, 170
4609601331, 164
5001132064, 163
9634391323, 179
2804007570, 168
3887725934, 162
7843913487, 164
1820544325, 157
9967172442, 170
6801348641, 170
4813395770, 159
1331331531, 167
2144367268, 170
4771599704, 172
9213426820, 155
9691780194, 162
9953751551, 161
6782010764, 171
4241763699, 165
1994987547, 164
3512530227, 163
7662026884, 174
9270316934, 167
3511572375, 166
7382132866, 154
1885327346, 167
6880783203, 155
1892079431, 151
1715991445, 169
2745305811, 156
6974231670, 173
3431010878, 174
2091031759, 157
5126146221, 168
9320241584, 162
2834033816, 166
5225104979, 162
7862722895, 160
2748705376, 155
4556465804, 172
4317287174, 157
3415843646, 161
6386518102, 153
4027067479, 163
9440050811, 172
2672639213, 169
6243690049, 162
3184882887, 165
5743394033, 168
2457957059, 176
7097921399, 170
2560939432, 165
1562107678, 163
8881972085, 167
1060360102, 171
7141610490, 167
7156786926, 162
1706086131, 165
6422488203, 170
1014081336, 166
4836878659, 166
4194653032, 150
6329647655, 167
5087563319, 170
8059807351, 150
2633473928, 165
2623769715, 174
6144195440, 159
7487037271, 176
9433360052, 155
9119945706, 157
6811181395, 158
6473781340, 164
4352501120, 163
6499864783, 167
9800295185, 159
2884890958, 160
2175869155, 163
9033151572, 167
5917557092, 172
5290669736, 172
6809198349, 166
2113113179, 171
8131623863, 161
7861662933, 162
2703979265, 166
6279131545, 169
3453689258, 161
5543246174, 159
1122915835, 155
2320312175, 178
1595547464, 173
8754508520, 165
9323574800, 165
4339115412, 168
3698110530, 171
4538637521, 174
9931763207, 167
7794281512, 156
8814744871, 165
8612381529, 163
9040003822, 153
4556322077, 152
4355900760, 155
5403881240, 166
1752396134, 164
2422409624, 161
2665388334, 180
1899506177, 155
7182117596, 168
6463774274, 170
7257133568, 165
8082694411, 171
7532241712, 163
4831147591, 188
3364645207, 167
7262862988, 173
6509949039, 167
3431117166, 177
8521509444, 154
9138448192, 166
7997893742, 156
4043142533, 168
2592210896, 164
4035881208, 153
2445066212, 171
6090781943, 179
2199883961, 172
7304090529, 157
7128199981, 172
4155532232, 157
3653151211, 170
6779016930, 157
4785536023, 174
2680119160, 157
4363987518, 150
5428629838, 176
5792961505, 164
1395256994, 173
4553507365, 171
4465182299, 165
3936314358, 162
8750283243, 171
8274726726, 167
6676250631, 163
7774906640, 156
2409672871, 159
1583643652, 160
8290691562, 165
2013607306, 162
3522560294, 151
7536088410, 165
1823666841, 172
5619009131, 165
8113714482, 172
9932663208, 154
8775338309, 161
5529909668, 172
8687678173, 164
1844613960, 159
8785753857, 170
7935596565, 173
9991624472, 161
1742405649, 161
2329526931, 155
6316394364, 170
7285276345, 156
8874163840, 172
1948255514, 152
1210463923, 155
2471360541, 174
3157883099, 153
5229658928, 156
3250617171, 165
2394639912, 172
5935405602, 161
4717540683, 164
6160940102, 161
8227759170, 165
3179264728, 159
5469130419, 165
1094784591, 162
1457903244, 155
3078960011, 166
2631813976, 160
9959641021, 158
6717188684, 158
7060494100, 172
7453134096, 165
5372954574, 172
8062436508, 157
6997902006, 165
8457925297, 167
1536498441, 171
1416641933, 172
7000172469, 165
6431540236, 149
8458093630, 162
6443355986, 164
6870540637, 164
9539824550, 164
3902365957, 168
1476973270, 155
7389870000, 164
3889000528, 172
1090247645, 167
6860344485, 173
8424659571, 154
1291721323, 165
1208120545, 161
1798890187, 167
4869527332, 176
7064911491, 161
1309147305, 164
5152314191, 175
4209389278, 159
8840955002, 166
1386465944, 165
8150803162, 154
2432172099, 157
8385162283, 162
4222550748, 163
7833692588, 153
5187969159, 175
3041895871, 179
2759102046, 152
9660192215, 161
1668148805, 164
5407606547, 169
3563694106, 166
3273462733, 162
7482873842, 159
3891928194, 168
5974436394, 163
1089440728, 155
2507957459, 157
9180188862, 176
3430792573, 173
5005828144, 159
8270017678, 162
6874337926, 176
7128527000, 163
1783242322, 155
6961647354, 161
8989238318, 180
6292061290, 170
9708079656, 163
6880164561, 166
7414069070, 163
9314557201, 158
1019381326, 160
7583526660, 159
7165374485, 165
5667002623, 167
9340231784, 159
2700919104, 161
8654600413, 159
4028773663, 168
9950876003, 149
9205707154, 162
3834780019, 160
3638780612, 167
5904624205, 170
4526904413, 161
8416631120, 166
2686697896, 163
7437719927, 157
6345409646, 166
4995639546, 166
1469138951, 157
6309791317, 160
4501281936, 174
2938172293, 160
8147296383, 165
7623749058, 156
8329403741, 164
5097227484, 171
4540226475, 165
4824712942, 160
3508693041, 157
1287273030, 169
8174755822, 166
8670016108, 162
1833144879, 161
9054387514, 175
3019907304, 168
3104502879, 176
7074410213, 158
7317156424, 164
7505650196, 162
2887677685, 168
8300665263, 167
8776548099, 181
4740274143, 170
4310175444, 161
5637459367, 170
5855610731, 171
8147460867, 154
4670559826, 169
7134673315, 160
1252538752, 162
2164353768, 167
1747503441, 165
3223675587, 171
8353430584, 163
6946929513, 166
9413060513, 165
6916683592, 162
5414504264, 166
7389872482, 167
9771194292, 150
2019210810, 175
6199534055, 161
5918095588, 159
7873529933, 154
4287326730, 160
2370361340, 170
8726671313, 159
3031934859, 163
3161709563, 164
7873037237, 163
6772079658, 171
8790996283, 167
2999973360, 166
1123863225, 156
7999010198, 156
5632186687, 164
8797922048, 152
5572114815, 158
2498767205, 172
9166069905, 170
9539745442, 160
3482358740, 163
9203497688, 157
5932149960, 159
4124439773, 155
6552856484, 170
2506287906, 164
4059611527, 176
3966493076, 157
1796653194, 174
2849985393, 172
7199089934, 164
5358047233, 162
3183712619, 157
3496243022, 165
3056882512, 165
6683282426, 165
2236332346, 163
5245433456, 166
6134441067, 159
2892922668, 177
4989002474, 155
9101656000, 166
3751905215, 161
2219917796, 157
7956738916, 154
9159289277, 154
2207671680, 162
2765880255, 164
2658748173, 173
8475050527, 161
5519064015, 178
2710260716, 164
5883982071, 164
5476484669, 163
7067272303, 157
5849637457, 159
7555978486, 156
8415215588, 169
7657484566, 162
9665667706, 171
3452638483, 160
6075937564, 175
5060215795, 166
2982184061, 169
8497879974, 165
1619768586, 166
9561668895, 156
3402593856, 163
4340624401, 182
5916493927, 149
9926883805, 168
4260616590, 173
5809581462, 163
3609352102, 170
5912665107, 157
3905948166, 177
2259798217, 167
5245621476, 164
4555244290, 160
9326919987, 173
3742314271, 172
8930307183, 165
6994037803, 156
4414269184, 164
3461481966, 160
9356721464, 161
7751731383, 153
9679232571, 170
5981650011, 174
9696635656, 173
8103978962, 163
7354071638, 153
2118778002, 160
6961429397, 156
1591306583, 172
2413990225, 168
1835991950, 176
8746014153, 161
1681254968, 151
9587766805, 157
1644220680, 157
3863082559, 155
8490631074, 160
7381033132, 179
9697007415, 166
7099869893, 169
3845136326, 171
9788466633, 179
1166345738, 168
2511785705, 156
6244249550, 176
4490858619, 164
7965350141, 173
5549551574, 158
6226610089, 158
3697237041, 173
9434359468, 153
6060289381, 167
5289283915, 152
6948983909, 173
5132818328, 168
6380513807, 161
3348540494, 170
8955082637, 159
3008414523, 176
6414369171, 166
1032318495, 152
3455617216, 173
5486531396, 159
4587202277, 162
9755208387, 158
3833544567, 163
3084064751, 165
5916477047, 166
1899138914, 177
5899598685, 155
1347854929, 170
4379213145, 165
5227159401, 162
2760371831, 173
1070783964, 169
7338870558, 169
8379064322, 153
6718995668, 159
1450096369, 161
5826242912, 154
4226581739, 168
3630215068, 164
3267006136, 170
6617240043, 166
7878523482, 160
6006817360, 166
7410856116, 161
4904558980, 157
6570818859, 179
3805849267, 159
8997700758, 163
5833912173, 156
7898229296, 162
1270293899, 152
7871340523, 156
5533294791, 168
2376817535, 155
2204841158, 170
1724535520, 172
8945404595, 161
1884177365, 161
7159265146, 171
1199393025, 156
3379136257, 168
6873653599, 167
7404531065, 167
5126462468, 155
4941663323, 162
4777131586, 161
1368418673, 160
9912457044, 157
3829701129, 150
3835638088, 157
9681534223, 159
2871852936, 179
9433213593, 180
7149932272, 161
9369655823, 172
2248378823, 155
5810481514, 165
9168321750, 163
3469949894, 162
4405225919, 148
2623498703, 163
3826344919, 166
4822579324, 162
1673589547, 160
6210396701, 177
2347526144, 163
6851051310, 164
3996322702, 150
2703194262, 167
8557398641, 172
2685559070, 170
2253398148, 174
7356109574, 172
4146546770, 161
9128649385, 159
2439364302, 165
4739741152, 163
2793580136, 165
6804414485, 159
4550889792, 159
9219514060, 158
5579624266, 152
2214682104, 162
6047569472, 165
6089898006, 169
2750630477, 178
7495192396, 161
7376582824, 166
8579297347, 165
9800105419, 157
9254856611, 165
4410265940, 158
3225365270, 157
3223172275, 183
4029419601, 163
1980471265, 161
6233255654, 159
3678823987, 153
1384308606, 158
7223235528, 161
8053082086, 167
2454015535, 162
4615787635, 150
1512501363, 166
3649498871, 176
9456136497, 158
2031200161, 156
4129157263, 171
4070605078, 167
1322151539, 159
4308818486, 164
8895417361, 144
4396597318, 170
7435659726, 169
1314705176, 167
3562229094, 149
4251025989, 163
5138325463, 159
1809324457, 163
7038027964, 162
3827414522, 158
3737694064, 170
3732177158, 172
9352128419, 168
9945743114, 176
4735918769, 158
2702280231, 169
8019311989, 167
3759474596, 162
3519320778, 161
5748227489, 160
2656092586, 155
9951903992, 178
1845125477, 165
9664117728, 164
5169050670, 160
3426822172, 158
6939954319, 156
8231461643, 178
4582570392, 168
3723697408, 164
6081767919, 174
5389857174, 161
2088150811, 167
4930782637, 161
3707527168, 174
6951111686, 172
3472410363, 164
6665396541, 162
9649724434, 165
3255037084, 179
5094572666, 168
2127094747, 169
9896931146, 174
5470294101, 160
6975980607, 158
2461489332, 166
8378253017, 151
1174743104, 158
6183179952, 148
3611914982, 155
8969118276, 159
3707082609, 159
4620965428, 169
7640026445, 151
4677310598, 170
8271874412, 147
3832991616, 168
9357810656, 166
5312895225, 168
3090586240, 168
5380806948, 158
9484722602, 155
4447682912, 152
5969289544, 167
6075463785, 163
2323066101, 158
6273638444, 170
1874326037, 171
3468750939, 165
1527862613, 157
6060753697, 168
6125977964, 154
8949802344, 173
2564296685, 158
8741434797, 161
4740295216, 159
4319208749, 167
2565616492, 153
5835277430, 163
1131379497, 169
1587361610, 167
3732591602, 177
8911923561, 166
3795638420, 169
3097972701, 162
4991427933, 171
4490663354, 179
4286504654, 159
9984603388, 172
6717509497, 173
7250939108, 163
8795358971, 178
9561812888, 166
3490921797, 168
1710332383, 163
2963783143, 162
5954232406, 162
4348167959, 164
3985583768, 185
3185691398, 171
5017299362, 169
4395145736, 160
5548121090, 159
4886007921, 151
7734717428, 163
5326351265, 165
6753721630, 169
6576621666, 158
3836500226, 167
5566690267, 160
4533668198, 174
3457465558, 144
5705159718, 175
3599410262, 178
5796832303, 165
6421111009, 163
7159368567, 177
5756525161, 163
8090387920, 170
7025767983, 181
4852601135, 158
4538577317, 166
9853383047, 156
3472275955, 169
4213908501, 169
5905133264, 162
3491552435, 166
6508971084, 157
5187814495, 159
4614377526, 170
5046315544, 145
8777884806, 167
2822333787, 162
7144071234, 181
5230420294, 150
2730651996, 159
1867481345, 162
8260549630, 168
7704540281, 171
7285380203, 154
1911117637, 162
4361957408, 153
7603207730, 165
9647751532, 173
9706649726, 156
3645651541, 158
3616714632, 171
6800123840, 167
5951079554, 172
3229516884, 169
4355494832, 163
8674956795, 164
4154240922, 165
8380265405, 160
9235182558, 172
1425273312, 164
3104715826, 173
7383270801, 176
6719758330, 164
5557644061, 167
8161708975, 154
7148454880, 162
2798015064, 159
2900460283, 152
7222100829, 168
2161405913, 164
6523996293, 163
5668973834, 161
6225980151, 156
9258685461, 170
1188927635, 177
3742544394, 169
4652363460, 160
4689076674, 176
4072720847, 157
9253764357, 158
3904424666, 180
3185426972, 160
2059680190, 166
2956981941, 161
9730211200, 159
2856079859, 168
7482825756, 166
2953964120, 163
9319458799, 152
9690791298, 165
6088996016, 167
2038159186, 176
7176875384, 159
1591417585, 156
9688521712, 165
1731814825, 175
5642396531, 157
4700680112, 165
3981518877, 166
8619980124, 159
2668327276, 171
6224752334, 162
2036023195, 165
3332509688, 167
7234474017, 165
7407286689, 150
9859695899, 169
6460370896, 165
5805841875, 157
7202938395, 170
1425537554, 156
7848606888, 171
5863571933, 173
4366434487, 164
5750773363, 156
6925652238, 157
9153796880, 176
5416270917, 167
2645286715, 168
2341566142, 158
5440576239, 163
4628192032, 168
9417054002, 174
3903990184, 159
7889834707, 163
2803164783, 170
5483268720, 172
8243329135, 179
6761633236, 171
3583156656, 150
9881386309, 184
7669046694, 170
6890305014, 149
1824969536, 159
5360819915, 168
1677074835, 156
1111452910, 166
3166639889, 165
4635326396, 170
4070773220, 167
9023443442, 165
7653290576, 154
2158417066, 165
3616253508, 160
5681961319, 165
8818470032, 164
8160741749, 155
5495922902, 159
2146891329, 175
3209320687, 169
9902559066, 177
7698198260, 159
9979293651, 155
7530525519, 176
1888761401, 169
9414899753, 164
7747151072, 168
2113992373, 177
8230366254, 155
7817524939, 174
1728811606, 168
1703503949, 163
4022437932, 158
5601737128, 171
2058991111, 161
9445598123, 161
9697855771, 167
8814889308, 152
3511839274, 158
4811905352, 160
7735510911, 165
1600555634, 165
8511728361, 165
7106144807, 167
3016975309, 154
